TS	X	Y
0	24	20
1	17.6	16.8
2	19.52	19.36
3	19.904	19.872
4	19.9808	19.9744
5	19.99616	19.99488
6	19.999232	19.998976
7	19.9998464	19.999795199999998
8	19.99996928	19.99995904
9	19.999993856	19.999991807999997
10	19.999998771199998	19.9999983616
11	19.999999754239997	19.999999672319998
12	19.999999950848	19.999999934464
13	19.9999999901696	19.9999999868928
14	19.999999998033918	19.99999999737856
15	19.999999999606782	19.999999999475712
16	19.999999999921357	19.99999999989514
17	19.99999999998427	19.99999999997903
18	19.999999999996852	19.999999999995804
19	19.999999999999368	19.99999999999916
20	19.999999999999872	19.99999999999983
21	19.99999999999997	19.999999999999964
22	19.999999999999993	19.999999999999993
23	19.999999999999996	19.999999999999996
24	20.0	20.0
25	20	20
26	20	20
27	20	20
28	20	20
29	20	20
30	20	20
31	20	20
32	20	20
33	20	20
34	20	20
35	20	20
36	20	20
37	20	20
38	20	20
39	20	20
40	20	20
41	20	20
42	20	20
43	20	20
44	20	20
45	20	20
46	20	20
47	20	20
48	20	20
49	20	20
50	20	20
51	20	20
52	20	20
53	20	20
54	20	20
55	20	20
56	20	20
57	20	20
58	20	20
59	20	20
60	20	20
61	20	20
62	20	20
63	20	20
64	20	20
65	20	20
66	20	20
67	20	20
68	20	20
69	20	20
70	20	20
71	20	20
72	20	20
73	20	20
74	20	20
75	20	20
76	20	20
77	20	20
78	20	20
79	20	20
80	20	20
81	20	20
82	20	20
83	20	20
84	20	20
85	20	20
86	20	20
87	20	20
88	20	20
89	20	20
90	20	20
91	20	20
92	20	20
93	20	20
94	20	20
95	20	20
96	20	20
97	20	20
98	20	20
99	20	20
100	20	20
101	20	20
102	20	20
103	20	20
104	20	20
105	20	20
106	20	20
107	20	20
108	20	20
109	20	20
110	20	20
111	20	20
112	20	20
113	20	20
114	20	20
115	20	20
116	20	20
117	20	20
118	20	20
119	20	20
120	20	20
121	20	20
122	20	20
123	20	20
124	20	20
125	20	20
126	20	20
127	20	20
128	20	20
129	20	20
130	20	20
131	20	20
132	20	20
133	20	20
134	20	20
135	20	20
136	20	20
137	20	20
138	20	20
139	20	20
140	20	20
141	20	20
142	20	20
143	20	20
144	20	20
145	20	20
146	20	20
147	20	20
148	20	20
149	20	20
150	20	20
151	20	20
152	20	20
153	20	20
154	20	20
155	20	20
156	20	20
157	20	20
158	20	20
159	20	20
160	20	20
161	20	20
162	20	20
163	20	20
164	20	20
165	20	20
166	20	20
167	20	20
168	20	20
169	20	20
170	20	20
171	20	20
172	20	20
173	20	20
174	20	20
175	20	20
176	20	20
177	20	20
178	20	20
179	20	20
180	20	20
181	20	20
182	20	20
183	20	20
184	20	20
185	20	20
186	20	20
187	20	20
188	20	20
189	20	20
190	20	20
191	20	20
192	20	20
193	20	20
194	20	20
195	20	20
196	20	20
197	20	20
198	20	20
199	20	20
200	20	20
201	20	20
202	20	20
203	20	20
204	20	20
205	20	20
206	20	20
207	20	20
208	20	20
209	20	20
210	20	20
211	20	20
212	20	20
213	20	20
214	20	20
215	20	20
216	20	20
217	20	20
218	20	20
219	20	20
220	20	20
221	20	20
222	20	20
223	20	20
224	20	20
225	20	20
226	20	20
227	20	20
228	20	20
229	20	20
230	20	20
231	20	20
232	20	20
233	20	20
234	20	20
235	20	20
236	20	20
237	20	20
238	20	20
239	20	20
240	20	20
241	20	20
242	20	20
243	20	20
244	20	20
245	20	20
246	20	20
247	20	20
248	20	20
249	20	20
250	20	20
251	20	20
252	20	20
253	20	20
254	20	20
255	20	20
256	20	20
257	20	20
258	20	20
259	20	20
260	20	20
261	20	20
262	20	20
263	20	20
264	20	20
265	20	20
266	20	20
267	20	20
268	20	20
269	20	20
270	20	20
271	20	20
272	20	20
273	20	20
274	20	20
275	20	20
276	20	20
277	20	20
278	20	20
279	20	20
280	20	20
281	20	20
282	20	20
283	20	20
284	20	20
285	20	20
286	20	20
287	20	20
288	20	20
289	20	20
290	20	20
291	20	20
292	20	20
293	20	20
294	20	20
295	20	20
296	20	20
297	20	20
298	20	20
299	20	20
300	20	20
301	20	20
302	20	20
303	20	20
304	20	20
305	20	20
306	20	20
307	20	20
308	20	20
309	20	20
310	20	20
311	20	20
312	20	20
313	20	20
314	20	20
315	20	20
316	20	20
317	20	20
318	20	20
319	20	20
