TS	X	Y
0	20	28
1	16.8	21.599999999999998
2	12.96	17.119999999999997
3	12.192	19.424
4	12.038400000000001	19.8848
5	12.00768	19.97696
6	12.001536	19.995392
7	12.000307200000002	19.9990784
8	12.000061440000001	19.999815679999998
9	12.000012288	19.999963135999998
10	12.000002457599999	19.9999926272
11	12.000000491520002	19.99999852544
12	12.000000098304001	19.999999705087998
13	12.0000000196608	19.9999999410176
14	12.000000003932161	19.99999998820352
15	12.000000000786432	19.999999997640703
16	12.000000000157288	19.99999999952814
17	12.00000000003146	19.999999999905626
18	12.000000000006292	19.999999999981124
19	12.00000000000126	19.999999999996223
20	12.000000000000252	19.999999999999243
21	12.000000000000052	19.999999999999847
22	12.00000000000001	19.999999999999968
23	12.000000000000004	19.999999999999993
24	12.000000000000002	19.999999999999996
25	12.000000000000002	20.0
26	12.000000000000002	20.0
27	12.000000000000002	20.0
28	12.000000000000002	20.0
29	12.000000000000002	20.0
30	12.000000000000002	20.0
31	12.000000000000002	20.0
32	12.000000000000002	20.0
33	12.000000000000002	20.0
34	12.000000000000002	20.0
35	12.000000000000002	20.0
36	12.000000000000002	20.0
37	12.000000000000002	20.0
38	12.000000000000002	20.0
39	12.000000000000002	20.0
40	12.000000000000002	20.0
41	12.000000000000002	20.0
42	12.000000000000002	20.0
43	12.000000000000002	20.0
44	12.000000000000002	20.0
45	12.000000000000002	20.0
46	12.000000000000002	20.0
47	12.000000000000002	20.0
48	12.000000000000002	20.0
49	12.000000000000002	20.0
50	12.000000000000002	20.0
51	12.000000000000002	20.0
52	12.000000000000002	20.0
53	12.000000000000002	20.0
54	12.000000000000002	20.0
55	12.000000000000002	20.0
56	12.000000000000002	20.0
57	12.000000000000002	20.0
58	12.000000000000002	20.0
59	12.000000000000002	20.0
60	12.000000000000002	20.0
61	12.000000000000002	20.0
62	12.000000000000002	20.0
63	12.000000000000002	20.0
64	12.000000000000002	20.0
65	12.000000000000002	20.0
66	12.000000000000002	20.0
67	12.000000000000002	20.0
68	12.000000000000002	20.0
69	12.000000000000002	20.0
70	12.000000000000002	20.0
71	12.000000000000002	20.0
72	12.000000000000002	20.0
73	12.000000000000002	20.0
74	12.000000000000002	20.0
75	12.000000000000002	20.0
76	12.000000000000002	20.0
77	12.000000000000002	20.0
78	12.000000000000002	20.0
79	12.000000000000002	20.0
80	12.000000000000002	20.0
81	12.000000000000002	20.0
82	12.000000000000002	20.0
83	12.000000000000002	20.0
84	12.000000000000002	20.0
85	12.000000000000002	20.0
86	12.000000000000002	20.0
87	12.000000000000002	20.0
