TS	X	Y
0	32	4
1	32	4
2	32	4
3	32	4
4	32	4
5	32	4
6	32	4
7	32	4
8	32	4
9	32	4
10	32	4
11	32	4
12	32	4
13	32	4
14	32	4
15	32	4
16	32	4
17	32	4
18	32	4
19	32	4
20	32	4
21	32	4
22	32	4
23	32	4
24	32	4
25	32	4
26	32	4
27	32	4
28	32	4
29	32	4
30	32	4
31	32	4
32	32	4
33	32	4
34	32	4
35	32	4
36	32	4
37	32	4
38	32	4
39	32	4
40	32	4
41	32	4
42	32	4
43	32	4
44	32	4
45	32	4
46	32	4
47	32	4
48	32	4
49	32	4
50	32	4
51	32	4
52	32	4
53	32	4
54	32	4
55	32	4
56	32	4
57	32	4
58	32	4
59	32	4
60	32	4
61	32	4
62	32	4
63	32	4
64	32	4
65	32	4
66	32	4
67	32	4
68	32	4
69	32	4
70	32	4
71	32	4
72	32	4
73	32	4
74	32	4
75	32	4
76	32	4
77	32	4
78	32	4
79	32	4
80	32	4
81	32	4
82	32	4
83	32	4
84	32	4
85	32	4
86	32	4
87	32	4
88	32	4
89	32	4
90	32	4
91	32	4
92	32	4
93	32	4
94	32	4
95	32	4
96	32	4
97	32	4
98	32	4
99	32	4
100	32	4
101	32	4
102	32	4
103	32	4
104	32	4
105	32	4
106	32	4
107	32	4
108	32	4
109	32	4
110	32	4
111	32	4
112	32	4
113	32	4
114	32	4
115	32	4
116	32	4
117	32	4
118	32	4
119	32	4
120	32	4
121	32	4
122	32	4
123	32	4
124	32	4
125	32	4
126	32	4
127	32	4
128	32	4
129	32	4
130	32	4
131	32	4
132	32	4
133	32	4
134	32	4
135	32	4
136	32	4
137	32	4
138	32	4
139	32	4
140	32	4
141	32	4
142	32	4
143	32	4
144	32	4
145	32	4
146	32	4
147	32	4
148	32	4
149	32	4
150	32	4
151	32	4
152	32	4
153	32	4
154	32	4
155	32	4
156	32	4
157	32	4
158	32	4
159	32	4
160	32	4
161	32	4
162	32	4
163	32	4
164	32	4
165	32	4
166	32	4
167	32	4
168	32	4
169	32	4
170	32	4
171	32	4
172	32	4
173	32	4
174	32	4
175	32	4
176	32	4
177	32	4
178	32	4
179	32	4
180	32	4
181	32	4
182	32	4
183	32	4
184	32	4
185	32	4
186	32	4
187	32	4
188	32	4
189	32	4
