0	547.2735359301937	30.65474664068446	0	4	1	165.11115087106668
1	1205.2320701945139	1142.0464140389026	1	2	2	126.08462175091415
2	783.227339286849	692.2467895431078	0	3	1	135.3644823019449
3	1629.9173551036363	1108.9223236724936	1	3	3	113.56302481786008
4	1053.065593784811	2201.876634304318	0	3	2	141.66315687377258
5	200.7461646110641	941.1492329222128	1	2	2	108.44478934961293
6	1064.9164176571874	2313.9832835314373	0	4	3	142.66128306347517
7	2012.8473800634827	1082.0321687306084	0	3	3	144.03986978871808
8	436.65741476889946	1487.566633473591	0	4	1	155.66021783044914
9	2673.739726765458	2907.1688964952436	0	2	4	160.5813120090824
