TS	X	Y
0	3750	1250
1	0	8750
2	2500	3750
3	0	6250
4	2500	5000
5	1250	6250
6	5000	1250
7	1250	6250
8	3750	0
9	7500	0
10	5000	1250
11	3750	3750
12	2500	5000
13	6250	0
14	1250	7500
15	0	8750
16	2500	5000
17	0	7500
18	0	7500
19	7500	0
20	6250	1250
21	0	8750
22	6250	5000
23	3750	2500
24	6250	0
25	3750	7500
26	8750	8750
27	6250	5000
28	6250	2500
29	0	7500
30	0	1250
31	7500	8750
32	2500	8750
33	1250	6250
34	7500	6250
35	2500	3750
36	2500	3750
37	1250	7500
38	8750	0
39	0	8750
40	5000	0
41	3750	2500
42	6250	3750
43	0	8750
44	1250	1250
45	6250	0
46	7500	5000
47	2500	3750
48	6250	3750
49	6250	1250
50	3750	0
51	3750	2500
52	8750	3750
53	0	3750
54	2500	5000
55	0	8750
56	6250	5000
57	0	8750
58	0	8750
59	1250	6250
60	1250	3750
61	6250	5000
62	6250	2500
63	1250	0
64	6250	3750
65	3750	7500
66	0	8750
67	6250	1250
68	7500	5000
69	0	7500
70	3750	0
71	6250	0
72	6250	0
73	0	1250
74	2500	2500
75	2500	5000
76	2500	6250
77	3750	8750
78	6250	3750
79	6250	3750
80	6250	1250
81	6250	5000
82	2500	5000
83	0	1250
84	0	7500
85	6250	3750
86	2500	2500
87	0	1250
88	2500	3750
89	0	1250
90	2500	0
91	0	1250
92	7500	3750
93	6250	0
94	0	8750
95	0	7500
96	7500	7500
