TS	X	Y
0	8750	1250
1	5000	8750
2	6250	5000
3	3750	5000
4	3750	8750
5	8750	8750
6	6250	1250
7	2500	6250
8	1250	8750
9	2500	3750
10	2500	3750
11	6250	0
12	5000	6250
13	5000	1250
14	8750	1250
15	5000	8750
16	3750	5000
17	8750	5000
18	3750	8750
19	6250	5000
20	3750	6250
21	0	5000
22	2500	6250
23	0	1250
24	6250	1250
25	3750	5000
26	3750	3750
27	3750	7500
28	5000	1250
29	7500	1250
30	0	8750
31	3750	3750
32	6250	8750
33	3750	5000
34	1250	5000
35	5000	8750
36	3750	6250
37	0	3750
38	5000	1250
39	5000	1250
40	1250	5000
41	8750	8750
42	1250	5000
43	6250	0
44	8750	7500
45	7500	2500
46	1250	8750
47	0	8750
48	6250	7500
49	0	8750
50	8750	3750
51	3750	8750
52	6250	8750
53	6250	0
54	2500	2500
55	5000	8750
56	6250	8750
57	6250	3750
58	1250	5000
59	2500	2500
60	5000	1250
61	8750	1250
62	7500	5000
63	3750	5000
64	8750	7500
65	7500	3750
66	5000	7500
67	5000	6250
68	3750	5000
69	5000	0
70	0	8750
71	3750	8750
72	3750	5000
73	1250	5000
74	3750	5000
75	3750	1250
76	2500	7500
77	8750	8750
78	6250	5000
79	7500	0
80	7500	5000
81	0	8750
82	3750	5000
83	3750	8750
84	0	1250
85	0	7500
86	8750	1250
87	3750	5000
88	5000	1250
89	3750	5000
90	6250	5000
91	2500	2500
92	3750	5000
93	5000	0
94	2500	2500
95	7500	5000
96	5000	0
