TS	X	Y
0	6250	2500
1	8750	7500
2	3750	1250
3	8750	0
4	3750	2500
5	6250	7500
6	6250	6250
7	7500	8750
8	1250	7500
9	7500	0
10	0	6250
11	6250	1250
12	7500	1250
13	0	6250
14	0	2500
15	3750	7500
16	5000	8750
17	8750	0
18	2500	8750
19	0	2500
20	8750	0
21	8750	5000
22	5000	2500
23	6250	7500
24	0	2500
25	0	7500
26	8750	8750
27	7500	3750
28	8750	8750
29	5000	2500
30	3750	2500
31	8750	0
32	7500	3750
33	3750	6250
34	3750	0
35	2500	5000
36	8750	7500
37	3750	6250
38	0	2500
39	5000	7500
40	5000	8750
41	8750	2500
42	3750	6250
43	0	2500
44	8750	0
45	6250	0
46	7500	0
47	5000	8750
48	5000	5000
49	7500	0
50	8750	0
51	0	2500
52	3750	2500
53	3750	8750
54	0	5000
55	1250	6250
56	0	1250
57	3750	5000
58	6250	8750
59	3750	2500
60	8750	2500
61	8750	1250
62	8750	0
63	7500	3750
64	1250	6250
65	8750	2500
66	8750	2500
67	6250	2500
68	6250	5000
69	7500	0
70	8750	1250
71	6250	7500
72	6250	7500
73	7500	1250
74	5000	2500
75	5000	2500
76	6250	1250
77	0	7500
78	2500	5000
79	6250	7500
80	7500	6250
81	7500	1250
82	5000	8750
83	0	2500
84	8750	0
85	0	5000
86	6250	7500
87	8750	0
88	3750	2500
89	0	6250
90	0	2500
91	8750	8750
92	6250	2500
93	8750	3750
94	3750	5000
95	6250	8750
96	2500	1250
