0	1428.7756405498844	6742.1457937360765	1	1	1	214.1221955054438
1	2765.8409954443614	2079.4479292023498	1	3	3	184.09730236842276
2	5786.181834797626	4327.597404971089	1	4	3	173.4902165033777
3	3281.3313708923147	969.7616244131877	1	1	5	202.75549668998573
4	1105.620625556473	5658.945803650925	1	6	6	184.22311994894247
5	2229.1851050971864	5787.280677019346	0	3	2	252.84916133690535
6	603.0473825215537	2371.833088337453	0	3	1	261.4702684251473
7	3486.835182166202	6884.382970561447	0	5	3	237.03567418498795
8	552.3872397802301	6157.7532026402505	0	1	1	276.161198728767
9	2372.765747813002	839.9665354018574	1	1	3	220.41285700400562
