0	162.2866738678251	335.1298812916109	0	84	830
1	3331.5341944536185	4617.666293873112	0	1154	691
2	546.9015263553647	439.91038002318146	1	48	136
3	2162.334771867055	2500.73056004151	1	625	339
4	2356.6785081856974	1148.8860972454468	0	287	165
5	2264.41292379645	455.50350319525086	1	248	566
6	3080.388373840137	3621.4652968177993	0	905	985
7	971.0693711168745	294.030259567623	0	792	243
8	3883.6189513589056	4486.108138416454	0	1121	145
9	512.0618824258739	747.4098134313132	1	187	166
10	1998.0170614604256	860.5990532704765	0	215	99
11	657.2298074561792	4183.525994243662	0	1046	1217
12	2987.0986564993786	2881.390635179271	0	720	435
13	4528.143105042401	2270.4947538030897	1	310	1132
14	2244.790002909197	460.7965506225764	0	115	972
15	2824.416755441478	3117.260437579385	1	779	663
16	3214.451742955641	4745.3627275277495	1	48	803
17	1807.165217890363	3420.446310698592	0	855	834
18	1150.168503279009	1288.7457170852067	1	613	287
19	4785.009951347749	4138.135833566981	0	680	1196
20	4730.281962511087	3106.7857398659553	1	776	1030
21	3173.709690255919	1369.539983745703	1	342	509
22	1113.676777556239	2339.8912979412216	1	585	647
23	294.104294266901	3599.235377586448	0	900	60
24	2506.3413453776034	3431.8659291530903	0	598	626
25	4720.136237496323	2082.777620038012	1	520	219
26	4789.885620641099	4145.288595462598	0	596	1197
27	4803.3543291395345	2170.844221151772	1	542	395
28	3246.037519662523	2165.5978691633954	0	541	715
29	3622.4517398355165	1873.4239570466984	1	148	905
30	4697.095742664154	3114.1146961098	0	739	1174
31	380.77548417038616	1335.30474228425	0	334	818
32	1183.159047852908	792.6654571737726	1	944	296
33	1617.4164462738431	2504.2944509373942	0	626	674
34	4953.5598206210025	1859.4062660851253	0	55	1238
35	4176.458029142692	3714.342503424684	0	928	374
36	4385.173537127679	1982.5095426467608	0	495	866
37	2310.8675096125385	1577.5785676092783	0	487	577
38	1172.5816665264585	4157.463997028167	0	794	293
39	484.7921073946996	2627.398398926634	1	884	121
40	4971.622356173687	482.97888944071525	0	120	920
41	2786.2413711416307	4373.229885050933	1	1093	735
42	2823.9510763303774	4037.2600648870193	0	1009	599
43	970.9995058097824	4399.949677606101	0	252	242
44	1642.1525104308241	2302.4474870637637	1	1100	410
45	4901.905961633935	3477.328510678683	1	223	1225
46	900.032780444378	987.0237948539335	1	1192	225
47	4265.033153921302	443.66147297167925	0	574	1066
48	3239.6784865027566	4029.592779901163	0	1007	588
49	2704.2557634497857	6.698361710997361	1	598	676
