TS	X	Y
0	0	0
1	0	1666
2	1666	833
3	1666	833
4	0	833
5	833	1666
6	1666	3332
7	0	4165
8	0	1666
9	1666	833
10	2499	833
11	2499	0
12	0	3332
13	1666	3332
14	2499	2499
15	1666	4165
16	0	4165
17	833	2499
18	0	4165
19	0	0
20	1666	833
21	0	0
22	1666	833
23	2499	3332
24	833	1666
25	4165	3332
26	2499	2499
27	1666	833
28	833	2499
29	3332	4165
30	2499	2499
31	3332	4165
32	833	2499
33	1666	2499
34	3332	0
35	2499	3332
36	4165	2499
37	0	4165
38	4165	3332
39	2499	833
40	2499	833
41	3332	0
42	833	1666
43	2499	2499
44	1666	2499
45	1666	2499
46	1666	1666
47	1666	2499
48	833	2499
49	833	2499
50	2499	2499
51	0	833
52	1666	4165
53	2499	3332
54	0	2499
