0	2573.70149497498	66.00523588621311	0	5	3	197.8245228477492
1	828.09816564094	3931.887756838622	0	2	1	220.03125410024413
2	1877.298852629277	4062.3831421048794	1	5	3	156.87141303924963
3	2098.5839438253524	4471.983700553363	0	3	3	211.77206744853106
4	2749.9198310554366	1117.397326410528	0	5	3	192.1166850930576
5	3558.963803245423	3856.793208030428	1	5	4	184.7571008140429
6	1829.7686056745597	4600.195945564598	0	3	2	215.6739321773239
7	3225.3049227475017	3518.256284571437	1	2	4	140.46948538734742
8	962.682188924691	3909.9470314874484	0	5	4	186.59853903345794
9	4627.164705026742	3687.694117504457	0	4	4	205.75730860848498
10	3692.5367167161926	1865.9227861193654	0	2	3	186.67030125315438
11	2913.401297998509	4689.851985531334	0	4	3	191.45769320233148
12	4453.432049544991	3658.738674924165	1	4	3	167.6863492561551
13	1795.7499571760648	1013.1553284426604	0	4	2	207.28701260610558
14	3368.325460697119	3376.881629809635	1	4	4	180.898484938193
15	2290.8157787530104	799.3026297921683	1	1	5	147.6932666068673
16	1062.2030505727798	193.62553155419718	1	1	1	138.95323098554366
17	4520.568214064222	2003.9280356773702	1	2	5	165.67046089135766
18	4785.576160531798	4547.0960267553	1	5	1	172.90132293098517
19	3899.3077659302294	3566.3846276550385	0	4	3	214.24810233918652
20	2080.5179115807673	138.3123363232915	0	5	2	227.11308900935342
21	2227.341603482495	788.7236005804158	1	1	4	163.2666930120543
22	1405.6104122965257	651.768402049421	0	1	4	196.1282618830964
23	2201.21231071005	2256.8071352801308	1	2	3	174.5933992891854
24	3245.821312770982	3457.4702187951634	0	4	2	225.3496856183377
25	786.20210422846	548.5336840380767	1	1	3	154.48144038989128
26	3836.452982802282	1889.908830467047	0	2	2	219.6875558810334
27	315.4494490199187	3802.0749081699864	0	5	2	196.98576736070325
28	2282.605400992727	972.4346950180912	0	3	3	188.98710157064562
29	2980.693434130125	1953.5851843346604	0	5	4	187.6004351947829
