TS	X	Y
0	1666	2499
1	2499	1666
2	1666	3332
3	1666	4165
4	2499	833
5	1666	2499
6	4165	833
7	2499	1666
8	1666	1666
9	1666	2499
10	2499	1666
11	1666	1666
12	4165	3332
13	1666	4165
14	4165	2499
15	3332	833
16	1666	4165
17	4165	1666
18	4165	2499
19	3332	4165
20	1666	4165
21	2499	3332
22	1666	1666
23	2499	833
24	3332	1666
25	3332	1666
26	2499	1666
27	3332	1666
28	2499	0
29	3332	1666
30	833	1666
31	1666	1666
32	1666	2499
33	0	3332
34	2499	1666
35	4165	2499
36	833	4165
37	1666	3332
38	1666	1666
39	2499	833
40	1666	1666
41	4165	2499
42	1666	1666
43	2499	2499
44	0	3332
45	1666	4165
46	833	1666
47	0	1666
48	833	833
49	1666	2499
50	833	833
51	4165	2499
52	3332	3332
53	1666	4165
54	3332	3332
